id,name,artist,album,release_date,duration_ms,genres,popularity,explicit,description,Unnamed: 10,tagged_description
2CEgGE6aESpnmtfiZwYlbV,Dynamite,Taio Cruz,The Rokstarr Hits Collection,2010-01-01,202613,,78,False,"Party-starting pop. Explosive, fun, and catchy, it’s designed for dancing, celebrating, and letting loose. Makes you want to throw your hands up and forget your worries.",,"2CEgGE6aESpnmtfiZwYlbV Party-starting pop. Explosive, fun, and catchy, it’s designed for dancing, celebrating, and letting loose. Makes you want to throw your hands up and forget your worries."
4aE7oc6DyiMvNWutwblivY,Jane Kahan Mera Jigar Gaya Ji,"Geeta Dutt, Mohammed Rafi",Mr. And Mrs. 55 (Original Motion Picture Soundtrack),1955-12-01,218373,"bangla pop, bollywood, ghazal, hindi pop",24,False,"Classic, playful Bollywood duet. Nostalgic, cheeky, and melodious, it’s great for smiling, reminiscing, and gentle swaying with vintage charm.",,"4aE7oc6DyiMvNWutwblivY Classic, playful Bollywood duet. Nostalgic, cheeky, and melodious, it’s great for smiling, reminiscing, and gentle swaying with vintage charm."
2DpJ9T2RVRanZcYFHKOAfA,Put Your Head On My Shoulder,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,2000-10-03,154733,adult standards,72,False,"Timeless, romantic oldies pop. Sweet, slow, and intimate, it’s perfect for slow dancing, soft lighting, and falling in love—evokes innocence and simple joy.",,"2DpJ9T2RVRanZcYFHKOAfA Timeless, romantic oldies pop. Sweet, slow, and intimate, it’s perfect for slow dancing, soft lighting, and falling in love—evokes innocence and simple joy."
4h4QlmocP3IuwYEj2j14p8,Sunroof,"Nicky Youre, hey daisy",Sunroof,2021-12-03,163025,,12,False,"Breezy, modern pop. Light, catchy, and carefree, it’s the sound of summer—makes you want to drive with the top down, laugh with friends, and savor the moment.",,"4h4QlmocP3IuwYEj2j14p8 Breezy, modern pop. Light, catchy, and carefree, it’s the sound of summer—makes you want to drive with the top down, laugh with friends, and savor the moment."
60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,Hybrid Theory (Bonus Edition),2000-10-24,216880,"alternative metal, nu metal, rap metal, rock",90,False,"Epic, emotional nu-metal. Angsty, powerful, and relentless, it’s both cathartic and catchy. Makes you want to shout the chorus, let out frustration, and feel every word.",,"60a0Rd6pjrkxjPbaKzXjfq Epic, emotional nu-metal. Angsty, powerful, and relentless, it’s both cathartic and catchy. Makes you want to shout the chorus, let out frustration, and feel every word."
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,Meteora,2003-03-25,187520,"alternative metal, nu metal, rap metal, rock",90,False,"Moody, anthemic alt-rock. Intensely relatable, it’s about emotional exhaustion and pressure. The chorus surges with energy—great for belting out feelings and headbanging.",,"2nLtzopw4rPReszdYBJU6h Moody, anthemic alt-rock. Intensely relatable, it’s about emotional exhaustion and pressure. The chorus surges with energy—great for belting out feelings and headbanging."
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,"Gorillaz, De La Soul",Demon Days,2005-05-23,222640,"east coast hip hop, jazz rap",90,False,"Funky, surreal alt-pop. Groovy, mischievous, and slightly dark, it’s irresistibly danceable. The bassline pulls you in, making you sway, laugh, and ponder life’s absurdities.",,"0d28khcov6AiegSCpG5TuT Funky, surreal alt-pop. Groovy, mischievous, and slightly dark, it’s irresistibly danceable. The bassline pulls you in, making you sway, laugh, and ponder life’s absurdities."
1vxw6aYJls2oq3gW0DujAo,Crazy,Gnarls Barkley,St. Elsewhere,2006-06-26,177933,,78,False,"Soulful, retro pop. Playful, reflective, and instantly recognizable, it’s a danceable classic for letting loose or contemplating your own quirks.",,"1vxw6aYJls2oq3gW0DujAo Soulful, retro pop. Playful, reflective, and instantly recognizable, it’s a danceable classic for letting loose or contemplating your own quirks."
2iuZJX9X9P0GKaE93xcPjk,Sugar,Maroon 5,V,2014-09-02,235493,pop,83,True,"Feel-good, upbeat pop. Sweet, romantic, and catchy, it’s perfect for dancing at weddings, singing along, or just lightening your mood.",,"2iuZJX9X9P0GKaE93xcPjk Feel-good, upbeat pop. Sweet, romantic, and catchy, it’s perfect for dancing at weddings, singing along, or just lightening your mood."
4gbVRS8gloEluzf0GzDOFc,Maps,Maroon 5,V,2014-09-02,189960,pop,86,False,"Polished, emotional pop-rock. Yearning and catchy, it’s a song for driving with windows down, chasing love, and dancing through heartbreak.",,"4gbVRS8gloEluzf0GzDOFc Polished, emotional pop-rock. Yearning and catchy, it’s a song for driving with windows down, chasing love, and dancing through heartbreak."
3SdTKo2uVsxFblQjpScoHy,Stand By Me,Ben E. King,Don't Play That Song (Mono),1962-08-20,180055,,80,False,"Timeless soul classic. Warm, reassuring, and uplifting, it’s a slow dance under twinkling lights, a song for support and friendship—makes you feel safe and nostalgic.",,"3SdTKo2uVsxFblQjpScoHy Timeless soul classic. Warm, reassuring, and uplifting, it’s a slow dance under twinkling lights, a song for support and friendship—makes you feel safe and nostalgic."
61X077SWMs5aAGQHhf4pd0,Bellyache - Marian Hill Remix,"Billie Eilish, Marian Hill",Bellyache (Marian Hill Remix),2017-05-05,220800,,57,False,"Moody, electronic remix. Dark, playful, and slinky, it transforms the original’s angst into a track that’s both danceable and mysterious—perfect for late-night grooves.",,"61X077SWMs5aAGQHhf4pd0 Moody, electronic remix. Dark, playful, and slinky, it transforms the original’s angst into a track that’s both danceable and mysterious—perfect for late-night grooves."
1QFh8OH1e78dGd3VyJZCAC,Boys Don't Cry,The Cure,Three Imaginary Boys,1979-05-11,155973,"darkwave, gothic rock, new wave, post-punk",79,False,"Jangly, bittersweet post-punk. Vulnerable, catchy, and a little melancholic—a classic for swaying, reminiscing, and quietly defying expectations.",,"1QFh8OH1e78dGd3VyJZCAC Jangly, bittersweet post-punk. Vulnerable, catchy, and a little melancholic—a classic for swaying, reminiscing, and quietly defying expectations."
1yfyIdEw5U2bD5I6gxQCxW,"Tough Love (feat. Agnes, Vargas & Lagola)","Avicii, Agnes, Vargas & Lagola",TIM,2019-06-06,191248,"edm, swedish pop",56,False,"Uplifting EDM. Energetic, melodic, and anthemic, it’s about resilience in romance—makes you want to dance, sing, and face challenges with hope.",,"1yfyIdEw5U2bD5I6gxQCxW Uplifting EDM. Energetic, melodic, and anthemic, it’s about resilience in romance—makes you want to dance, sing, and face challenges with hope."
6ZEYvUSgON3J5Qe1RYi3Jo,Peace Of Mind (feat. Vargas & Lagola),"Avicii, Vargas & Lagola",TIM,2019-06-06,180000,edm,60,False,"Soothing, melodic EDM. Calm yet propulsive, it’s perfect for winding down after a long day or dancing gently while feeling reassured and optimistic.",,"6ZEYvUSgON3J5Qe1RYi3Jo Soothing, melodic EDM. Calm yet propulsive, it’s perfect for winding down after a long day or dancing gently while feeling reassured and optimistic."
4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,Plain White T's,All That We Needed,2005-01-25,232533,,81,False,"Tender, acoustic love ballad. Simple, heartfelt, and sweet, it’s ideal for late-night thoughts of a distant love. Not danceable, but perfect for swaying and reminiscing.",,"4RCWB3V8V0dignt99LZ8vH Tender, acoustic love ballad. Simple, heartfelt, and sweet, it’s ideal for late-night thoughts of a distant love. Not danceable, but perfect for swaying and reminiscing."
0NIZWVJdeGizq0SkwTLwfT,A Fool Moon Night,THE KOXX,ENTER,2010-06-15,276973,k-rock,47,False,"Energetic, modern K-rock. Playful, infectious, and a little wild, it’s great for dancing, feeling adventurous, and letting loose with friends.",,"0NIZWVJdeGizq0SkwTLwfT Energetic, modern K-rock. Playful, infectious, and a little wild, it’s great for dancing, feeling adventurous, and letting loose with friends."
5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,Billy Joel,An Innocent Man,1983-08-08,197706,soft rock,85,False,"Bouncy, retro pop-rock. Flirtatious, fun, and full of 80s charm, it’s made for dancing in the kitchen, singing at the top of your lungs, and feeling upbeat.",,"5zA8vzDGqPl2AzZkEYQGKh Bouncy, retro pop-rock. Flirtatious, fun, and full of 80s charm, it’s made for dancing in the kitchen, singing at the top of your lungs, and feeling upbeat."
7eQl3Yqv35ioqUfveKHitE,Tum Se Hi,"Pritam, Mohit Chauhan, Irshad Kamil",Jab We Met,2007-09-21,321225,"bollywood, desi, hindi pop, sufi",80,False,"Romantic Bollywood ballad. Dreamy, lush, and heartwarming, it’s perfect for falling in love, slow dancing, or quietly missing someone special.",,"7eQl3Yqv35ioqUfveKHitE Romantic Bollywood ballad. Dreamy, lush, and heartwarming, it’s perfect for falling in love, slow dancing, or quietly missing someone special."
2iXVckhPy7tP0wV9DvlrjZ,Mauja Hi Mauja,"Pritam, Mika Singh, Irshad Kamil",Jab We Met,2007-09-21,245099,"bollywood, desi, hindi pop, sufi",69,False,"High-energy Bollywood party anthem. Infectious, festive, and impossible to resist—makes you want to dance, celebrate, and join the wedding crowd.",,"2iXVckhPy7tP0wV9DvlrjZ High-energy Bollywood party anthem. Infectious, festive, and impossible to resist—makes you want to dance, celebrate, and join the wedding crowd."
2LCvypYL9a21Hln4A4EdWU,Haaray,Abdul Hannan,Haaray,2021-06-17,184000,"desi, desi pop, hindi indie, indian indie",55,False,"Reflective, indie pop. Gentle, melancholic, and hopeful, it’s about loss and acceptance. Best for introspective walks or healing after heartbreak.",,"2LCvypYL9a21Hln4A4EdWU Reflective, indie pop. Gentle, melancholic, and hopeful, it’s about loss and acceptance. Best for introspective walks or healing after heartbreak."
3UmaczJpikHgJFyBTAJVoz,Stan,"Eminem, Dido",The Marshall Mathers LP,2000-05-23,404106,"hip hop, rap",83,True,"Dark, narrative hip hop. Intense, cinematic, and deeply emotional, it’s a storytelling masterpiece that makes you listen, think, and feel the consequences of obsession.",,"3UmaczJpikHgJFyBTAJVoz Dark, narrative hip hop. Intense, cinematic, and deeply emotional, it’s a storytelling masterpiece that makes you listen, think, and feel the consequences of obsession."
561jH07mF1jHuk7KlaeF0s,Mockingbird,Eminem,Encore (Deluxe Version),2004-11-12,250760,"hip hop, rap",88,True,"Personal, heartfelt rap. Vulnerable, comforting, and honest, it’s about fatherhood and regret—perfect for reflecting, empathizing, and late-night contemplation.",,"561jH07mF1jHuk7KlaeF0s Personal, heartfelt rap. Vulnerable, comforting, and honest, it’s about fatherhood and regret—perfect for reflecting, empathizing, and late-night contemplation."
5mnvugwfFYnJm9zuyGkgqF,"Ghalat Fehmi - From ""Superstar""","Asim Azhar, Zenab Fatimah Sultan","Ghalat Fehmi (From ""Superstar"")",2019-07-25,286007,"desi, hindi indie, indian indie, sufi",0,False,"Melodic, modern Pakistani pop. Emotional, regretful, and catchy, it’s for reflecting on misunderstandings and missed connections. Good for gentle swaying or thoughtful listening.",,"5mnvugwfFYnJm9zuyGkgqF Melodic, modern Pakistani pop. Emotional, regretful, and catchy, it’s for reflecting on misunderstandings and missed connections. Good for gentle swaying or thoughtful listening."
30SraUQbTd11TDrzkgeK4z,Gawara,"Abdul Hannan, Shahmeer Raza Khan",Gawara,2022-10-24,185000,"desi, desi pop, hindi indie, indian indie",53,False,"Indie pop/rock. Warm, soothing, and hopeful, it’s great for gentle movement, self-affirmation, or relaxing with friends.",,"30SraUQbTd11TDrzkgeK4z Indie pop/rock. Warm, soothing, and hopeful, it’s great for gentle movement, self-affirmation, or relaxing with friends."
0EEqTP594cPCt6YYx1dpKh,Bachana,Bilal Khan,Umeed,2012-03-19,216970,"desi, hindi indie, indian indie",47,False,"Charming, indie pop. Youthful, earnest, and catchy, it’s a soundtrack for new beginnings or reminiscing about first loves—makes you want to smile and daydream.",,"0EEqTP594cPCt6YYx1dpKh Charming, indie pop. Youthful, earnest, and catchy, it’s a soundtrack for new beginnings or reminiscing about first loves—makes you want to smile and daydream."
0pNeVovbiZHkulpGeOx1Gj,Something - Remastered 2009,The Beatles,Abbey Road (Remastered),1969-09-26,182293,"classic rock, psychedelic rock",78,False,"A romantic ballad with a smooth melody, expressing deep affection. Its gentle guitar and sincere vocals create a dreamy, loving atmosphere.",,"0pNeVovbiZHkulpGeOx1Gj A romantic ballad with a smooth melody, expressing deep affection. Its gentle guitar and sincere vocals create a dreamy, loving atmosphere."
1r299qCKBLgUS9XJ9m1kEx,Moves Like Jagger,"Maroon 5, Christina Aguilera",Singles,2015-09-25,202640,pop,73,False,"Funky, energetic pop. Flirtatious, confident, and dance floor-ready, it’s about letting loose, showing off, and having fun.",,"1r299qCKBLgUS9XJ9m1kEx Funky, energetic pop. Flirtatious, confident, and dance floor-ready, it’s about letting loose, showing off, and having fun."
6TGX01ExmdHyOG72fqUU3Q,Zindagi Kuch Toh Bata (Reprise),"Pritam, Jubin Nautiyal, Neelesh Misra",Bajrangi Bhaijaan,2015-07-07,258877,"bhajan, bollywood, desi, devotional, hindi pop, sufi",66,False,"Melodic, reflective Bollywood ballad. Gentle, sentimental, and optimistic, it’s about discovering life’s meaning—best for thoughtful walks or quiet evenings.",,"6TGX01ExmdHyOG72fqUU3Q Melodic, reflective Bollywood ballad. Gentle, sentimental, and optimistic, it’s about discovering life’s meaning—best for thoughtful walks or quiet evenings."
2FRnf9qhLbvw8fu4IBXx78,Last Christmas,Wham!,LAST CHRISTMAS,1984-11-29,262960,christmas,72,False,"Bittersweet holiday pop. Nostalgic, catchy, and festive, it’s for dancing at holiday parties or feeling a tinge of romantic regret beneath the tinsel.",,"2FRnf9qhLbvw8fu4IBXx78 Bittersweet holiday pop. Nostalgic, catchy, and festive, it’s for dancing at holiday parties or feeling a tinge of romantic regret beneath the tinsel."
1dNIEtp7AY3oDAKCGg2XkH,Something Just Like This,"The Chainsmokers, Coldplay",Something Just Like This,2017-02-22,247626,,75,False,"Energetic, uplifting EDM/pop fusion. Lyrics dream of legendary love, while the synths and driving beat make you want to soar, dance, and feel invincible. It’s perfect for festival crowds, late-night drives, or moments when you need to believe in magic and the possibility of something extraordinary.",,"1dNIEtp7AY3oDAKCGg2XkH Energetic, uplifting EDM/pop fusion. Lyrics dream of legendary love, while the synths and driving beat make you want to soar, dance, and feel invincible. It’s perfect for festival crowds, late-night drives, or moments when you need to believe in magic and the possibility of something extraordinary."
11Ey4yJVeWEsA73KjACkVY,Ring,Selena Gomez,Rare,2020-01-10,148776,,59,False,"Sassy, modern pop with a Latin groove. The slick production and playful vocals invite confident movement—snapping, swaying, or strutting. It’s a song for feeling flirty and in control, ideal for getting ready to go out or dancing with friends.",,"11Ey4yJVeWEsA73KjACkVY Sassy, modern pop with a Latin groove. The slick production and playful vocals invite confident movement—snapping, swaying, or strutting. It’s a song for feeling flirty and in control, ideal for getting ready to go out or dancing with friends."
